id,timestamp,sepal_length,sepal_width,petal_length,petal_width,target
65,2024-07-31 07:00:41.826615,5.1,3.8,1.9,0.4,0
64,2024-07-31 07:00:40.813974,6.5,3.2,5.1,2.0,2
63,2024-07-31 07:00:39.806237,5.5,2.3,4.0,1.3,1
62,2024-07-31 07:00:38.797423,5.4,3.9,1.7,0.4,0
61,2024-07-31 07:00:37.789519,5.0,3.0,1.6,0.2,0
60,2024-07-31 07:00:36.783207,6.1,2.8,4.0,1.3,1
59,2024-07-31 07:00:35.777880,6.3,2.7,4.9,1.8,2
58,2024-07-31 07:00:34.768140,5.8,4.0,1.2,0.2,0
57,2024-07-31 07:00:33.761443,5.0,3.4,1.6,0.4,0
56,2024-07-31 07:00:32.754733,6.7,3.0,5.0,1.7,1
55,2024-07-31 07:00:31.748841,5.4,3.0,4.5,1.5,1
54,2024-07-31 07:00:30.740307,4.8,3.0,1.4,0.1,0
53,2024-07-31 07:00:29.728417,5.3,3.7,1.5,0.2,0
52,2024-07-31 07:00:28.716851,5.8,4.0,1.2,0.2,0
51,2024-07-31 07:00:27.703304,6.7,3.1,4.7,1.5,1
50,2024-07-31 07:00:26.689927,6.4,2.8,5.6,2.1,2
49,2024-07-31 07:00:25.682807,6.8,2.8,4.8,1.4,1
48,2024-07-31 07:00:24.673105,5.2,3.4,1.4,0.2,0
47,2024-07-31 07:00:23.663455,6.3,3.3,6.0,2.5,2
46,2024-07-31 07:00:22.654150,5.1,3.8,1.9,0.4,0
45,2024-07-31 07:00:21.645780,7.7,2.6,6.9,2.3,2
44,2024-07-31 07:00:20.638127,4.8,3.0,1.4,0.3,0
43,2024-07-31 07:00:19.630693,7.1,3.0,5.9,2.1,2
42,2024-07-31 07:00:18.621898,6.5,3.2,5.1,2.0,2
41,2024-07-31 07:00:17.613892,5.2,3.4,1.4,0.2,0
40,2024-07-31 07:00:16.605525,5.6,3.0,4.5,1.5,1
39,2024-07-31 07:00:15.595847,4.6,3.4,1.4,0.3,0
38,2024-07-31 07:00:14.588684,6.1,2.8,4.7,1.2,1
37,2024-07-31 07:00:13.579567,5.5,2.3,4.0,1.3,1
36,2024-07-31 07:00:12.575120,4.7,3.2,1.6,0.2,0
35,2024-07-31 07:00:11.567484,5.8,2.7,3.9,1.2,1
34,2024-07-31 07:00:10.562612,5.7,2.9,4.2,1.3,1
33,2024-07-31 07:00:09.550439,4.8,3.1,1.6,0.2,0
32,2024-07-31 07:00:08.539753,5.9,3.2,4.8,1.8,1
31,2024-07-31 07:00:07.531352,6.3,2.3,4.4,1.3,1
30,2024-07-31 07:00:06.519809,5.5,2.4,3.8,1.1,1
29,2024-07-31 07:00:05.513785,6.3,3.4,5.6,2.4,2
28,2024-07-31 07:00:04.502120,5.2,2.7,3.9,1.4,1
27,2024-07-31 07:00:03.492554,4.4,2.9,1.4,0.2,0
26,2024-07-31 07:00:02.480732,5.1,3.7,1.5,0.4,0
25,2024-07-31 07:00:01.471691,6.3,2.8,5.1,1.5,2
24,2024-07-31 07:00:00.462418,6.8,3.2,5.9,2.3,2
23,2024-07-31 06:59:59.451042,4.7,3.2,1.6,0.2,0
22,2024-07-31 06:59:58.441590,5.8,2.7,5.1,1.9,2
21,2024-07-31 06:59:57.432915,5.0,2.0,3.5,1.0,1
20,2024-07-31 06:59:56.421923,4.9,2.5,4.5,1.7,2
19,2024-07-31 06:59:55.415891,5.6,3.0,4.5,1.5,1
18,2024-07-31 06:59:54.407481,5.2,3.4,1.4,0.2,0
17,2024-07-31 06:59:53.399003,5.5,2.4,3.7,1.0,1
16,2024-07-31 06:59:52.389966,6.3,2.5,5.0,1.9,2
15,2024-07-31 06:59:51.381846,6.5,3.0,5.8,2.2,2
14,2024-07-31 06:59:50.375116,6.5,2.8,4.6,1.5,1
13,2024-07-31 06:59:49.369410,6.7,3.3,5.7,2.1,2
12,2024-07-31 06:59:48.363942,7.2,3.6,6.1,2.5,2
