id,timestamp,sepal_length,sepal_width,petal_length,petal_width,target
9974,2024-07-30 08:49:29.269230,5.0,2.3,3.3,1.0,1
9973,2024-07-30 08:49:28.263261,5.2,4.1,1.5,0.1,0
9972,2024-07-30 08:49:27.257081,6.9,3.2,5.7,2.3,2
9971,2024-07-30 08:49:26.251891,6.3,2.7,4.9,1.8,2
9970,2024-07-30 08:49:25.246920,4.4,2.9,1.4,0.2,0
9969,2024-07-30 08:49:24.241612,4.8,3.0,1.4,0.1,0
9968,2024-07-30 08:49:23.231155,5.0,2.0,3.5,1.0,1
9967,2024-07-30 08:49:22.227007,5.7,3.8,1.7,0.3,0
9966,2024-07-30 08:49:21.216640,4.9,3.1,1.5,0.1,0
9965,2024-07-30 08:49:20.212490,6.5,2.8,4.6,1.5,1
9964,2024-07-30 08:49:19.206287,6.2,3.4,5.4,2.3,2
9963,2024-07-30 08:49:18.200860,6.0,3.0,4.8,1.8,2
9962,2024-07-30 08:49:17.194687,5.8,2.7,5.1,1.9,2
9961,2024-07-30 08:49:16.189175,7.4,2.8,6.1,1.9,2
9960,2024-07-30 08:49:15.179955,5.7,2.5,5.0,2.0,2
9959,2024-07-30 08:49:14.171954,4.6,3.6,1.0,0.2,0
9958,2024-07-30 08:49:13.166467,5.5,2.6,4.4,1.2,1
9957,2024-07-30 08:49:12.160193,7.2,3.2,6.0,1.8,2
9956,2024-07-30 08:49:11.154021,4.9,2.5,4.5,1.7,2
9955,2024-07-30 08:49:10.147889,5.2,2.7,3.9,1.4,1
9954,2024-07-30 08:49:09.139480,5.4,3.7,1.5,0.2,0
9953,2024-07-30 08:49:08.130425,5.7,2.6,3.5,1.0,1
9952,2024-07-30 08:49:07.121204,5.7,2.5,5.0,2.0,2
9951,2024-07-30 08:49:06.115715,6.9,3.1,5.1,2.3,2
9950,2024-07-30 08:49:05.110411,4.4,2.9,1.4,0.2,0
9949,2024-07-30 08:49:04.107876,4.9,2.5,4.5,1.7,2
9948,2024-07-30 08:49:03.104457,5.2,3.5,1.5,0.2,0
9947,2024-07-30 08:49:02.097773,6.7,3.3,5.7,2.1,2
9946,2024-07-30 08:49:01.090695,4.6,3.6,1.0,0.2,0
9945,2024-07-30 08:49:00.081545,6.0,3.0,4.8,1.8,2
9944,2024-07-30 08:48:59.076959,5.7,2.5,5.0,2.0,2
9943,2024-07-30 08:48:58.071564,4.9,3.0,1.4,0.2,0
9942,2024-07-30 08:48:57.062965,7.0,3.2,4.7,1.4,1
9941,2024-07-30 08:48:56.059195,5.8,2.6,4.0,1.2,1
9940,2024-07-30 08:48:55.051052,5.0,3.0,1.6,0.2,0
9939,2024-07-30 08:48:54.043770,6.7,3.0,5.2,2.3,2
9938,2024-07-30 08:48:53.039608,5.8,4.0,1.2,0.2,0
9937,2024-07-30 08:48:52.035599,6.4,3.2,5.3,2.3,2
9936,2024-07-30 08:48:51.029111,4.8,3.0,1.4,0.1,0
